rendszam	tipus	fajta
V2207	CAF 5 modulos	villamos
V2208	CAF 5 modulos	villamos
V2209	CAF 5 modulos	villamos
V2210	CAF 5 modulos	villamos
V2211	CAF 5 modulos	villamos
V2212	CAF 5 modulos	villamos
V2213	CAF 5 modulos	villamos
V2214	CAF 5 modulos	villamos
V2215	CAF 5 modulos	villamos
V2216	CAF 5 modulos	villamos
V2217	CAF 5 modulos	villamos
V2218	CAF 5 modulos	villamos
V2219	CAF 5 modulos	villamos
V2220	CAF 5 modulos	villamos
V2221	CAF 5 modulos	villamos
V2222	CAF 5 modulos	villamos
V2223	CAF 5 modulos	villamos
V2224	CAF 5 modulos	villamos
V2225	CAF 5 modulos	villamos
V2226	CAF 5 modulos	villamos
V2227	CAF 5 modulos	villamos
V2228	CAF 5 modulos	villamos
V2229	CAF 5 modulos	villamos
V2230	CAF 5 modulos	villamos
V2231	CAF 5 modulos	villamos
V2232	CAF 5 modulos	villamos
V2233	CAF 5 modulos	villamos
V2234	CAF 5 modulos	villamos
V2235	CAF 5 modulos	villamos
V4000	Tátra T5C5	villamos
V4001	Tátra T5C5K	villamos
V4002	Tátra T5C5	villamos
V4003	Tátra T5C5K	villamos
V4004	Tátra T5C5K	villamos
V4005	Tátra T5C5K	villamos
V4006	Tátra T5C5K	villamos
V4007	Tátra T5C5K	villamos
V4008	Tátra T5C5K	villamos
V4009	Tátra T5C5K	villamos
V4010	Tátra T5C5K	villamos
V4011	Tátra T5C5K	villamos
V4012	Tátra T5C5K	villamos
V4013	Tátra T5C5K	villamos
V4014	Tátra T5C5	villamos
V4015	Tátra T5C5	villamos
V4016	Tátra T5C5K	villamos
V4017	Tátra T5C5K	villamos
V4018	Tátra T5C5K	villamos
V4019	Tátra T5C5K	villamos
V4020	Tátra T5C5K	villamos
V4021	Tátra T5C5	villamos
V4022	Tátra T5C5K	villamos
V4023	Tátra T5C5K	villamos
V4024	Tátra T5C5K	villamos
V4025	Tátra T5C5K	villamos
V4026	Tátra T5C5K	villamos
V4027	Tátra T5C5K	villamos
V4028	Tátra T5C5K	villamos
V4029	Tátra T5C5K	villamos
V4030	Tátra T5C5K	villamos
V4031	Tátra T5C5	villamos
V4032	Tátra T5C5K	villamos
V4033	Tátra T5C5K	villamos
V4034	Tátra T5C5	villamos
V4035	Tátra T5C5	villamos
V4036	Tátra T5C5	villamos
V4037	Tátra T5C5	villamos
V4038	Tátra T5C5K	villamos
V4039	Tátra T5C5K	villamos
V4040	Tátra T5C5K	villamos
V4041	Tátra T5C5K	villamos
V4042	Tátra T5C5K	villamos
V4043	Tátra T5C5K	villamos
V4044	Tátra T5C5	villamos
V4045	Tátra T5C5	villamos
V4046	Tátra T5C5	villamos
V4047	Tátra T5C5K	villamos
V4048	Tátra T5C5	villamos
V4049	Tátra T5C5K	villamos
V4050	Tátra T5C5K	villamos
V4051	Tátra T5C5K	villamos
V4052	Tátra T5C5	villamos
V4053	Tátra T5C5K	villamos
V4054	Tátra T5C5	villamos
V4055	Tátra T5C5	villamos
V4056	Tátra T5C5K	villamos
V4057	Tátra T5C5K	villamos
V4058	Tátra T5C5	villamos
V4059	Tátra T5C5	villamos
V4060	Tátra T5C5K	villamos
V4061	Tátra T5C5K	villamos
V4062	Tátra T5C5K	villamos
V4063	Tátra T5C5K	villamos
V4064	Tátra T5C5K	villamos
V4065	Tátra T5C5K	villamos
V4066	Tátra T5C5K	villamos
V4067	Tátra T5C5K	villamos
V4068	Tátra T5C5K	villamos
V4069	Tátra T5C5K	villamos
V4070	Tátra T5C5	villamos
V4071	Tátra T5C5K	villamos
V4072	Tátra T5C5K	villamos
V4073	Tátra T5C5K	villamos
V4074	Tátra T5C5	villamos
V4075	Tátra T5C5K	villamos
V4076	Tátra T5C5K	villamos
V4077	Tátra T5C5K	villamos
V4078	Tátra T5C5K	villamos
V4079	Tátra T5C5K	villamos
V4080	Tátra T5C5K	villamos
V4081	Tátra T5C5K	villamos
V4082	Tátra T5C5K	villamos
V4083	Tátra T5C5K	villamos
V4084	Tátra T5C5K	villamos
V4085	Tátra T5C5K	villamos
V4086	Tátra T5C5K	villamos
V4087	Tátra T5C5K	villamos
V4088	Tátra T5C5K	villamos
V4089	Tátra T5C5K	villamos
V4090	Tátra T5C5K	villamos
V4091	Tátra T5C5K	villamos
V4092	Tátra T5C5K	villamos
V4093	Tátra T5C5K	villamos
V4094	Tátra T5C5K	villamos
V4095	Tátra T5C5K	villamos
V4097	Tátra T5C5K	villamos
V4098	Tátra T5C5K	villamos
V4099	Tátra T5C5K	villamos
V4100	Tátra T5C5K	villamos
V4101	Tátra T5C5K	villamos
V4102	Tátra T5C5K	villamos
V4103	Tátra T5C5	villamos
V4104	Tátra T5C5K	villamos
V4105	Tátra T5C5K	villamos
V4106	Tátra T5C5K	villamos
V4107	Tátra T5C5K	villamos
V4108	Tátra T5C5K	villamos
V4109	Tátra T5C5K	villamos
V4110	Tátra T5C5K	villamos
V4111	Tátra T5C5K	villamos
V4112	Tátra T5C5K	villamos
V4113	Tátra T5C5K	villamos
V4114	Tátra T5C5K	villamos
V4115	Tátra T5C5K	villamos
V4116	Tátra T5C5	villamos
V4117	Tátra T5C5K	villamos
V4118	Tátra T5C5K	villamos
V4119	Tátra T5C5K	villamos
V4120	Tátra T5C5K	villamos
V4122	Tátra T5C5K	villamos
V4123	Tátra T5C5K	villamos
V4124	Tátra T5C5K	villamos
V4125	Tátra T5C5K	villamos
V4126	Tátra T5C5K	villamos
V4127	Tátra T5C5K	villamos
V4128	Tátra T5C5K	villamos
V4129	Tátra T5C5K	villamos
V4130	Tátra T5C5K	villamos
V4131	Tátra T5C5	villamos
V4132	Tátra T5C5K	villamos
V4133	Tátra T5C5K	villamos
V4134	Tátra T5C5K	villamos
V4135	Tátra T5C5K	villamos
V4136	Tátra T5C5K	villamos
V4137	Tátra T5C5K	villamos
V4138	Tátra T5C5K	villamos
V4139	Tátra T5C5K	villamos
V4140	Tátra T5C5	villamos
V4141	Tátra T5C5K	villamos
V4142	Tátra T5C5K	villamos
V4143	Tátra T5C5K	villamos
V4144	Tátra T5C5K	villamos
V4145	Tátra T5C5K	villamos
V4146	Tátra T5C5K	villamos
V4147	Tátra T5C5K	villamos
V4148	Tátra T5C5K	villamos
V4149	Tátra T5C5	villamos
V4150	Tátra T5C5K	villamos
V4151	Tátra T5C5	villamos
V4152	Tátra T5C5	villamos
V4153	Tátra T5C5K	villamos
V4154	Tátra T5C5	villamos
V4155	Tátra T5C5	villamos
V4156	Tátra T5C5	villamos
V4157	Tátra T5C5	villamos
V4158	Tátra T5C5K	villamos
V4159	Tátra T5C5	villamos
V4160	Tátra T5C5	villamos
V4161	Tátra T5C5	villamos
V4162	Tátra T5C5	villamos
V4163	Tátra T5C5	villamos
V4164	Tátra T5C5	villamos
V4165	Tátra T5C5	villamos
V4166	Tátra T5C5	villamos
V4167	Tátra T5C5	villamos
V4168	Tátra T5C5	villamos
V4169	Tátra T5C5	villamos
V4170	Tátra T5C5K	villamos
V4171	Tátra T5C5	villamos
V4200	Tátra T5C5	villamos
V4201	Tátra T5C5K	villamos
V4202	Tátra T5C5K	villamos
V4203	Tátra T5C5K	villamos
V4204	Tátra T5C5K	villamos
V4205	Tátra T5C5K	villamos
V4206	Tátra T5C5K	villamos
V4207	Tátra T5C5K	villamos
V4208	Tátra T5C5K	villamos
V4209	Tátra T5C5K	villamos
V4210	Tátra T5C5K	villamos
V4211	Tátra T5C5K	villamos
V4212	Tátra T5C5K	villamos
V4213	Tátra T5C5K	villamos
V4214	Tátra T5C5K	villamos
V4215	Tátra T5C5K	villamos
V4216	Tátra T5C5K	villamos
V4217	Tátra T5C5K	villamos
V4218	Tátra T5C5	villamos
V4219	Tátra T5C5K	villamos
V4220	Tátra T5C5K	villamos
V4221	Tátra T5C5	villamos
V4223	Tátra T5C5K	villamos
V4224	Tátra T5C5K	villamos
V4225	Tátra T5C5K	villamos
V4226	Tátra T5C5K	villamos
V4227	Tátra T5C5	villamos
V4228	Tátra T5C5K	villamos
V4229	Tátra T5C5K	villamos
V4231	Tátra T5C5K	villamos
V4232	Tátra T5C5	villamos
V4233	Tátra T5C5K	villamos
V4234	Tátra T5C5K	villamos
V4235	Tátra T5C5K	villamos
V4236	Tátra T5C5K	villamos
V4237	Tátra T5C5K	villamos
V4238	Tátra T5C5K	villamos
V4239	Tátra T5C5	villamos
V4240	Tátra T5C5	villamos
V4242	Tátra T5C5K	villamos
V4243	Tátra T5C5K	villamos
V4244	Tátra T5C5K	villamos
V4245	Tátra T5C5	villamos
V4246	Tátra T5C5K	villamos
V4247	Tátra T5C5K	villamos
V4248	Tátra T5C5K	villamos
V4249	Tátra T5C5K	villamos
V4250	Tátra T5C5	villamos
V4251	Tátra T5C5K	villamos
V4252	Tátra T5C5	villamos
V4253	Tátra T5C5K	villamos
V4254	Tátra T5C5	villamos
V4255	Tátra T5C5K	villamos
V4256	Tátra T5C5K	villamos
V4257	Tátra T5C5	villamos
V4258	Tátra T5C5K	villamos
V4259	Tátra T5C5K	villamos
V4260	Tátra T5C5K	villamos
V4261	Tátra T5C5	villamos
V4262	Tátra T5C5	villamos
V4263	Tátra T5C5K	villamos
V4264	Tátra T5C5	villamos
V4265	Tátra T5C5K	villamos
V4266	Tátra T5C5K	villamos
V4267	Tátra T5C5	villamos
V4268	Tátra T5C5	villamos
V4270	Tátra T5C5K	villamos
V4271	Tátra T5C5	villamos
V4272	Tátra T5C5	villamos
V4273	Tátra T5C5	villamos
V4274	Tátra T5C5K	villamos
V4275	Tátra T5C5K	villamos
V4276	Tátra T5C5K	villamos
V4277	Tátra T5C5	villamos
V4278	Tátra T5C5	villamos
V4279	Tátra T5C5K	villamos
V4280	Tátra T5C5	villamos
V4281	Tátra T5C5	villamos
V4282	Tátra T5C5K	villamos
V4283	Tátra T5C5	villamos
V4284	Tátra T5C5	villamos
V4285	Tátra T5C5	villamos
V4286	Tátra T5C5K	villamos
V4287	Tátra T5C5	villamos
V4288	Tátra T5C5	villamos
V4289	Tátra T5C5	villamos
V4290	Tátra T5C5	villamos
V4291	Tátra T5C5	villamos
V4292	Tátra T5C5	villamos
V4293	Tátra T5C5	villamos
V4294	Tátra T5C5K	villamos
V4295	Tátra T5C5	villamos
V4296	Tátra T5C5K	villamos
V4297	Tátra T5C5	villamos
V4298	Tátra T5C5	villamos
V4299	Tátra T5C5	villamos
V4300	Tátra T5C5	villamos
V4301	Tátra T5C5K	villamos
V4302	Tátra T5C5K	villamos
V4304	Tátra T5C5K	villamos
V4305	Tátra T5C5K	villamos
V4306	Tátra T5C5	villamos
V4307	Tátra T5C5K	villamos
V4308	Tátra T5C5	villamos
V4309	Tátra T5C5	villamos
V4310	Tátra T5C5	villamos
V4311	Tátra T5C5	villamos
V4312	Tátra T5C5K	villamos
V4313	Tátra T5C5K	villamos
V4314	Tátra T5C5K	villamos
V4315	Tátra T5C5	villamos
V4316	Tátra T5C5K	villamos
V4317	Tátra T5C5	villamos
V4318	Tátra T5C5	villamos
V4319	Tátra T5C5	villamos
V4320	Tátra T5C5	villamos
V4321	Tátra T5C5	villamos
V4322	Tátra T5C5	villamos
V4323	Tátra T5C5	villamos
V4324	Tátra T5C5K	villamos
V4325	Tátra T5C5	villamos
V4326	Tátra T5C5	villamos
V4327	Tátra T5C5K	villamos
V4328	Tátra T5C5	villamos
V4329	Tátra T5C5	villamos
V4330	Tátra T5C5K	villamos
V4331	Tátra T5C5K	villamos
V4332	Tátra T5C5	villamos
V4333	Tátra T5C5K	villamos
V4334	Tátra T5C5K	villamos
V4335	Tátra T5C5	villamos
V4336	Tátra T5C5	villamos
V4337	Tátra T5C5K	villamos
V4338	Tátra T5C5K	villamos
V4339	Tátra T5C5	villamos
V4340	Tátra T5C5K	villamos
V4341	Tátra T5C5	villamos
V4342	Tátra T5C5K	villamos
V4343	Tátra T5C5K	villamos
V4344	Tátra T5C5	villamos
V4345	Tátra T5C5	villamos
V4346	Tátra T5C5	villamos
V4347	Tátra T5C5K	villamos
V4348	Tátra T5C5K	villamos
V4349	Tátra T5C5	villamos
V7680	T5C5T	villamos
V7681	T5C5T	villamos
VÁRHEG	BKV 100 típusú átkelőhajó	hajó
VTA641	MAN Lions City A21	autóbusz
